headerdatestamp|headeridentifier|headersetSpec|metadata.mods.abstract.0|metadata.mods.abstract.1|metadata.mods.accessCondition#text|metadata.mods.accessCondition@type|metadata.mods.accessCondition@xlink:href|metadata.mods.identifier.0#text|metadata.mods.identifier.0@type|metadata.mods.identifier.1#text|metadata.mods.identifier.1@type|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.name.roleroleTerm|metadata.mods.namenamePart|metadata.mods.note#text|metadata.mods.note@displayLabel|metadata.mods.recordInfo.recordContentSource#text|metadata.mods.recordInfo.recordContentSource@authority|metadata.mods.recordInfo.recordContentSource@valueURI|metadata.mods.recordInforecordContentSource|metadata.mods.relatedItem.titleInfotitle|metadata.mods.relatedItem@displayLabel|metadata.mods.relatedItem@type|metadata.mods.subject.0topic|metadata.mods.subject.1topic|metadata.mods.subject.2topic|metadata.mods.subject.3topic|metadata.mods.subject.4topic|metadata.mods.subjecttopic|metadata.mods.titleInfotitle|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xs|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modsabstract|metadata.modstypeOfResource
2019-06-11T02:01:29Z|thompson_85|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_001011_000284_0001|local|thompson:85|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A85|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A85/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|    |    |    |    |    |University of Tennessee, Knoxville. Libraries|Thompson Brothers Commercial Photographers|project|host|Mount Le Conte|Gatlinburg|    |    |    |    |Mt. Le Conte|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"Rising from a base of 1292 feet above sea level to an elevation of 6593 feet is majestic Mt. LeConte, Eastern America's ""tallest"" mountain, and grandstand of the Great Smokies.  Mt. LeConte has a range in elevation of 5301 feet, or a mile and 21 feet, in a little more than a five-mile radius.  It is, therefore, the ""tallest"" peak--highest above its own immediate base--east of the Mississipi River.  The 1292-foot elevation is at Gatlinburg, Tennessee, part of which is seen in the foreground of the picture.  Gatlinburg is the location of Park headquarters.  This view can be seen from the highway of the 100 mile loop, via Sevierville, Gatlinburg, Maryville, etc."|still image
2019-06-11T02:01:29Z|thompson_350|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0023_000060_000424_0001|local|thompson:350|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A350|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A350/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|To use photographs or to order reproductions which belong to the McClung Historical Collection, contact DigitalCollections@knoxlib.org or phone 865 215-8808. Please refer to Image Number and provide a brief description of the photograph|use and reproduction|    |    |    |McClung Historical Collection|Thompson Brothers Commercial Photographers|project|host|Cabins|Mountain life|    |    |    |    |Mountaineer's Cabin|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-06-11T02:01:29Z|thompson_255|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0023_000060_000311_0001|local|thompson:255|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A255|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A255/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|To use photographs or to order reproductions which belong to the McClung Historical Collection, contact DigitalCollections@knoxlib.org or phone 865 215-8808. Please refer to Image Number and provide a brief description of the photograph|use and reproduction|    |    |    |McClung Historical Collection|Thompson Brothers Commercial Photographers|project|host|Bridges|Chimney Tops|    |    |    |    |Loop-Over Bridge, Chimney Tops in top right of photo|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|One of the most interesting and picturesque features on the spectacular Tennessee side of the Newfound Gap Highway is the Loop-Over Bridge.  At this unique engineering feature -- which replaced four dangerously sharp curves -- the roadway passes under a beautiful masonry bridge, thus gaining the necessary elevation for the continued gentle climb up the mountain.  The Chimney Tops are seen in the background.|still image
2019-06-11T02:01:29Z|thompson_27|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_001011_000226_0001|local|thompson:27|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A27|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A27/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|    |    |    |    |    |University of Tennessee, Knoxville. Libraries|Thompson Brothers Commercial Photographers|project|host|Indian Gap|Smoky Mountains Hiking Club|    |    |    |    |On the road to Indian Gap 1925|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|To Bearpen Hollow, Alum Cave, Le Conte.  Smoky Mountain Hiking Club (writing on sign a member is holding)|still image
2019-06-11T02:01:29Z|thompson_6|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_001011_000205_0001|local|thompson:6|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A6|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A6/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|    |    |    |    |    |University of Tennessee, Knoxville. Libraries|Thompson Brothers Commercial Photographers|project|host|    |    |    |    |    |Porters Gap|View from Porters Gap|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-06-11T02:01:29Z|thompson_205|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0023_000060_000258_0001|local|thompson:205|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A205|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A205/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|To use photographs or to order reproductions which belong to the McClung Historical Collection, contact DigitalCollections@knoxlib.org or phone 865 215-8808. Please refer to Image Number and provide a brief description of the photograph|use and reproduction|    |    |    |McClung Historical Collection|Thompson Brothers Commercial Photographers|project|host|Skiing|Recreation|Snow and ice|    |    |    |Photography|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-06-11T02:01:29Z|thompson_360|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0023_000060_000436_0001|local|thompson:360|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A360|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A360/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|To use photographs or to order reproductions which belong to the McClung Historical Collection, contact DigitalCollections@knoxlib.org or phone 865 215-8808. Please refer to Image Number and provide a brief description of the photograph|use and reproduction|    |    |    |McClung Historical Collection|Thompson Brothers Commercial Photographers|project|host|Roads|Little River|    |    |    |    |Little River Road|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Elkmont Road|still image
2019-06-11T02:01:29Z|thompson_515|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|    |    |    |    |https://digital.lib.utk.edu/collections/islandora/object/thompson%3A515|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A515/datastream/TN/view|preview|Creator|Thompson Brothers Commercial Photographers, 1920-1940|University of Tennessee, Knoxville. Libraries|Intermediate provider|Arnold Arboretum|lcnaf|http://id.loc.gov/authorities/names/n82163095|    |Thompson Brothers Commercial Photographers|project|host|    |    |    |    |    |    |Views in The Great Smoky Mountains National Park|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-06-11T02:01:29Z|thompson_296|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0023_000060_000356_0001|local|thompson:296|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A296|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A296/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|To use photographs or to order reproductions which belong to the McClung Historical Collection, contact DigitalCollections@knoxlib.org or phone 865 215-8808. Please refer to Image Number and provide a brief description of the photograph|use and reproduction|    |    |    |McClung Historical Collection|Thompson Brothers Commercial Photographers|project|host|Hand-colored photographs|Flowering plants|    |    |    |    |Lilly Beds|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Unmatched varieties of wildflowers constitute one of the greatest attractions of the Great Smokies. In this picture we see a bed of lilies growing in a grassy spot on the main range of the Smokies between Clingmans Dome and Silers Bald.|still image
2019-06-11T02:01:29Z|thompson_36|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_001011_000235_0001|local|thompson:36|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A36|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A36/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|    |    |    |    |    |University of Tennessee, Knoxville. Libraries|Thompson Brothers Commercial Photographers|project|host|Bullhead|Sugarland Mountain|    |    |    |    |End of Bullhead from Sugarland Mt.|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
